stdio    D         file_stdio.c:109  file_stdio_fopen                 [   0.00000] opening G:\Priprema Za Posao\VisualStudio\Game1\Debug\allegro5.cfg r
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  10.06906] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:238  alloc_glyph_region               [  11.88299] Glyph 27: 15x19 (16x20)
font     D                ttf.c:282  alloc_glyph_region               [  11.88308] Locking glyph region: 09AEDD20 496 0 16 20
font     D                ttf.c:166  unlock_current_page              [  11.88319] Unlocking page: 09AEDD20
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.88781] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.88791] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:238  alloc_glyph_region               [  11.89906] Glyph 28: 14x19 (16x20)
font     D                ttf.c:282  alloc_glyph_region               [  11.89915] Locking glyph region: 09AEDD20 0 24 16 20
font     D                ttf.c:166  unlock_current_page              [  11.89927] Unlocking page: 09AEDD20
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  11.90420] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  11.90432] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:238  alloc_glyph_region               [  17.88209] Glyph 15: 5x8 (8x8)
font     D                ttf.c:282  alloc_glyph_region               [  17.88219] Locking glyph region: 09AEDD20 16 24 8 8
font     D                ttf.c:166  unlock_current_page              [  17.88228] Unlocking page: 09AEDD20
font     D                ttf.c:238  alloc_glyph_region               [  17.88244] Glyph 4: 5x19 (8x20)
font     D                ttf.c:282  alloc_glyph_region               [  17.88251] Locking glyph region: 09AEDD20 24 24 8 20
font     D                ttf.c:166  unlock_current_page              [  17.88310] Unlocking page: 09AEDD20
font     D                ttf.c:238  alloc_glyph_region               [  17.88341] Glyph 58: 25x19 (28x20)
font     D                ttf.c:282  alloc_glyph_region               [  17.88348] Locking glyph region: 09AEDD20 32 24 28 20
font     D                ttf.c:166  unlock_current_page              [  17.88380] Unlocking page: 09AEDD20
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  17.88615] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  17.88625] _al_d3d_sync_bitmap (video) ref count == 1
d3d      I         d3d_disp.cpp:901  d3d_destroy_display              [  19.48985] destroying display 0343D000 (current 00000000)
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  19.49337] converting display bitmap 09AEDD20 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  19.49457] added dtor for bitmap 09AF9C50, func 0F9A2243
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  19.49585] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  19.49594] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.49654] removed dtor for bitmap 09AF9C50
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  19.49790] converting display bitmap 09AE5CA0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  19.49805] added dtor for bitmap 09AF9C50, func 0F9A2243
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  19.49884] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  19.49894] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.49904] removed dtor for bitmap 09AF9C50
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  19.49958] converting display bitmap 09AE7638 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  19.49970] added dtor for bitmap 09AE6050, func 0F9A2243
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  19.50044] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  19.50054] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.50063] removed dtor for bitmap 09AE6050
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  19.50123] converting display bitmap 09AE8C48 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  19.50135] added dtor for bitmap 09AE8718, func 0F9A2243
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  19.50193] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  19.50203] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.50212] removed dtor for bitmap 09AE8718
d3d      D         d3d_disp.cpp:885  d3d_destroy_display_internals    [  19.50262] waiting for display 0343D000's thread to end
d3d      W         d3d_disp.cpp:595  d3d_destroy_device               [  19.51652] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1548 d3d_display_thread_proc          [  19.55023] d3d display thread exits
dtor     D               dtor.c:116  _al_run_destructors              [  19.55154] calling dtor for bitmap 09AE5CA0, func 0F9A2243
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.55158] removed dtor for bitmap 09AE5CA0
dtor     D               dtor.c:116  _al_run_destructors              [  19.55161] calling dtor for bitmap 09AE7638, func 0F9A2243
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.55164] removed dtor for bitmap 09AE7638
dtor     D               dtor.c:116  _al_run_destructors              [  19.55166] calling dtor for bitmap 09AE8C48, func 0F9A2243
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.55169] removed dtor for bitmap 09AE8C48
dtor     D               dtor.c:116  _al_run_destructors              [  19.55172] calling dtor for ttf_font 033F76F0, func 6FE5105F
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.55174] removed dtor for ttf_font 033F76F0
dtor     D               dtor.c:116  _al_run_destructors              [  19.55205] calling dtor for timer 0348E160, func 0F9A173A
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.55208] removed dtor for timer 0348E160
dtor     D               dtor.c:116  _al_run_destructors              [  19.55211] calling dtor for queue 06F60340, func 0F9A2392
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.55214] removed dtor for queue 06F60340
